time,soc_true,soc_kf,soc_fgo
0,0.799943,0.799943,0.799944
1,0.799886,0.799884,0.799966
2,0.799849,0.799844,0.800004
3,0.799812,0.799806,0.80004
4,0.799769,0.799761,0.800068
5,0.799745,0.799735,0.800114
6,0.799717,0.799706,0.800154
7,0.799697,0.799685,0.800202
8,0.799605,0.799589,0.800174
9,0.799561,0.799542,0.800192
10,0.799523,0.799502,0.800213
11,0.799493,0.799471,0.800243
12,0.79945,0.799425,0.800258
13,0.799358,0.799329,0.80022
14,0.799287,0.799255,0.800201
15,0.799239,0.799204,0.800203
16,0.799165,0.799127,0.800176
17,0.799109,0.799068,0.800164
18,0.799083,0.79904,0.800183
19,0.798997,0.79895,0.800139
20,0.798946,0.798896,0.800128
21,0.798863,0.798809,0.800084
22,0.798803,0.798746,0.80006
23,0.798751,0.798692,0.800043
24,0.798685,0.798622,0.800009
25,0.798637,0.798572,0.799994
26,0.798549,0.79848,0.799936
27,0.798504,0.798432,0.799919
28,0.798416,0.79834,0.799858
29,0.798368,0.79829,0.799835
30,0.798289,0.798207,0.799779
31,0.798242,0.798157,0.799755
32,0.798178,0.79809,0.799712
33,0.798121,0.798031,0.799676
34,0.798093,0.798001,0.799669
35,0.798021,0.797925,0.799617
36,0.797964,0.797866,0.799579
37,0.797914,0.797813,0.799548
38,0.797869,0.797766,0.799522
39,0.797779,0.797671,0.799449
40,0.797743,0.797634,0.79943
41,0.797699,0.797588,0.799403
42,0.797631,0.797516,0.799351
43,0.797594,0.797477,0.79933
44,0.79755,0.797431,0.799304
45,0.797485,0.797362,0.799255
46,0.79743,0.797304,0.799216
47,0.797351,0.797221,0.799152
48,0.797284,0.797151,0.799099
49,0.797206,0.79707,0.799033
50,0.797184,0.797046,0.799023
51,0.797118,0.796977,0.79897
52,0.797062,0.796918,0.798927
53,0.797003,0.796856,0.798879
54,0.79693,0.79678,0.798818
55,0.796846,0.796692,0.798743
56,0.796762,0.796604,0.798666
57,0.796741,0.796581,0.798653
58,0.796682,0.796519,0.798603
59,0.796654,0.79649,0.798585
60,0.796575,0.796407,0.798516
61,0.796485,0.796313,0.798432
62,0.796442,0.796268,0.798396
63,0.796355,0.796176,0.798314
64,0.796268,0.796085,0.798231
65,0.796228,0.796042,0.798194
66,0.796177,0.795989,0.798147
67,0.796112,0.795921,0.798086
68,0.796035,0.79584,0.79801
69,0.795988,0.795791,0.797966
70,0.795923,0.795723,0.797903
71,0.795876,0.795673,0.797858
72,0.795788,0.795581,0.797771
73,0.795731,0.795521,0.797713
74,0.795654,0.79544,0.797635
75,0.795615,0.795399,0.797595
76,0.795582,0.795364,0.797562
77,0.795523,0.795302,0.797503
78,0.795447,0.795223,0.797427
79,0.795379,0.795152,0.797358
80,0.795331,0.795101,0.797308
81,0.795277,0.795044,0.797252
82,0.795233,0.794998,0.797207
83,0.795191,0.794954,0.797165
84,0.79514,0.7949,0.797114
85,0.795121,0.79488,0.797097
86,0.795062,0.794818,0.79704
87,0.795033,0.794788,0.797015
88,0.794945,0.794696,0.79693
89,0.794885,0.794632,0.79687
90,0.79485,0.794596,0.796838
91,0.794805,0.794548,0.796796
92,0.794717,0.794456,0.79671
93,0.794641,0.794376,0.796634
94,0.79456,0.794291,0.796551
95,0.794482,0.79421,0.796471
96,0.794407,0.79413,0.79639
97,0.794362,0.794083,0.79634
98,0.7943,0.794018,0.796273
99,0.794246,0.793961,0.796214
100,0.794222,0.793937,0.796187
101,0.794203,0.793916,0.796165
102,0.794164,0.793876,0.796127
103,0.794141,0.793851,0.796105
104,0.794105,0.793813,0.796072
105,0.794048,0.793753,0.796018
106,0.794018,0.793723,0.795993
107,0.793985,0.793688,0.795966
108,0.793901,0.7936,0.795888
109,0.793813,0.793507,0.795802
110,0.793722,0.793411,0.795711
111,0.793693,0.793381,0.795683
112,0.79361,0.793294,0.7956
113,0.793554,0.793235,0.795544
114,0.793513,0.793192,0.795503
115,0.793455,0.793131,0.795445
116,0.793414,0.793088,0.795404
117,0.793335,0.793005,0.795325
118,0.793245,0.79291,0.795232
119,0.793162,0.792824,0.795145
120,0.793137,0.792798,0.795117
121,0.7931,0.792758,0.795077
122,0.793022,0.792676,0.794996
123,0.792989,0.792641,0.79496
124,0.792935,0.792585,0.794904
125,0.792863,0.79251,0.794829
126,0.792814,0.792458,0.794776
127,0.792779,0.792421,0.794738
128,0.792697,0.792336,0.794653
129,0.792664,0.7923,0.794616
130,0.792637,0.792272,0.794588
131,0.792606,0.792239,0.794557
132,0.792581,0.792213,0.794534
133,0.792496,0.792124,0.794451
134,0.792472,0.792099,0.794429
135,0.792444,0.792069,0.794404
136,0.792357,0.791978,0.79432
137,0.792284,0.791902,0.794248
138,0.792232,0.791847,0.794197
139,0.792211,0.791824,0.794178
140,0.79213,0.79174,0.794099
141,0.792096,0.791704,0.794067
142,0.792017,0.791621,0.79399
143,0.791949,0.791549,0.793922
