Bias_percent,CC_RMSE,FGO_RMSE,CC_MAE,FGO_MAE,samples
0.0,0.0,0.010109744407863502,0.0,0.00874005607587962,180
5.0,0.02859863382969274,0.010110118076041046,0.024594686911427976,0.0087403200366524,180
10.0,0.057197267659385494,0.010110519693215246,0.04918937382285596,0.008740602884715313,180
