time,soc_true,soc_kf,soc_fgo
0,0.799943,0.799943,0.799922
1,0.799886,0.799886,0.798013
2,0.799849,0.799829,0.796261
3,0.799812,0.799792,0.794571
4,0.799769,0.799755,0.792531
5,0.799745,0.799712,0.790361
6,0.799717,0.799688,0.788088
7,0.799697,0.79966,0.786406
8,0.799605,0.79964,0.785143
9,0.799561,0.799548,0.783593
10,0.799523,0.799504,0.781861
11,0.799493,0.799466,0.780222
12,0.79945,0.799436,0.778502
13,0.799358,0.799393,0.776695
14,0.799287,0.799301,0.774981
15,0.799239,0.79923,0.773599
16,0.799165,0.799182,0.772122
17,0.799109,0.799108,0.770638
18,0.799083,0.799052,0.76937
19,0.798997,0.799026,0.768414
20,0.798946,0.79894,0.767551
21,0.798863,0.798889,0.767199
22,0.798803,0.798806,0.766835
23,0.798751,0.798746,0.767005
24,0.798685,0.798694,0.766983
25,0.798637,0.798628,0.766942
26,0.798549,0.79858,0.766843
27,0.798504,0.798492,0.76716
28,0.798416,0.798447,0.767871
29,0.798368,0.798359,0.767721
30,0.798289,0.798311,0.768038
31,0.798242,0.798232,0.768316
32,0.798178,0.798185,0.768717
33,0.798121,0.798121,0.769281
34,0.798093,0.798064,0.769962
35,0.798021,0.798036,0.770771
36,0.797964,0.797964,0.771612
37,0.797914,0.797907,0.772774
38,0.797869,0.797857,0.774331
39,0.797779,0.797812,0.775547
40,0.797743,0.797722,0.776645
41,0.797699,0.797686,0.777611
42,0.797631,0.797642,0.778674
43,0.797594,0.797574,0.779772
44,0.79755,0.797537,0.78096
45,0.797485,0.797493,0.781685
46,0.79743,0.797428,0.782857
47,0.797351,0.797373,0.784442
48,0.797284,0.797294,0.785589
49,0.797206,0.797227,0.786696
50,0.797184,0.797149,0.787895
51,0.797118,0.797127,0.789081
52,0.797062,0.797061,0.789781
53,0.797003,0.797005,0.790221
54,0.79693,0.796946,0.790757
55,0.796846,0.796873,0.791451
56,0.796762,0.796789,0.791545
57,0.796741,0.796705,0.791394
58,0.796682,0.796684,0.791348
59,0.796654,0.796625,0.790683
60,0.796575,0.796597,0.789743
61,0.796485,0.796518,0.789209
62,0.796442,0.796428,0.78919
63,0.796355,0.796385,0.789393
64,0.796268,0.796298,0.789301
65,0.796228,0.796211,0.78924
66,0.796177,0.796171,0.788924
67,0.796112,0.79612,0.788744
68,0.796035,0.796055,0.788121
69,0.795988,0.795978,0.787266
70,0.795923,0.795931,0.786777
71,0.795876,0.795866,0.786528
72,0.795788,0.795819,0.786228
73,0.795731,0.795731,0.785813
74,0.795654,0.795674,0.785588
75,0.795615,0.795597,0.785423
76,0.795582,0.795558,0.785554
77,0.795523,0.795525,0.785843
78,0.795447,0.795466,0.786033
79,0.795379,0.79539,0.78648
80,0.795331,0.795322,0.787204
81,0.795277,0.795274,0.787524
82,0.795233,0.79522,0.787602
83,0.795191,0.795176,0.787787
84,0.79514,0.795134,0.787597
85,0.795121,0.795083,0.787374
86,0.795062,0.795064,0.787077
87,0.795033,0.795005,0.78684
88,0.794945,0.794976,0.78621
89,0.794885,0.794888,0.785809
90,0.79485,0.794828,0.785101
91,0.794805,0.794793,0.784693
92,0.794717,0.794748,0.784139
93,0.794641,0.79466,0.783899
94,0.79456,0.794584,0.783884
95,0.794482,0.794503,0.783915
96,0.794407,0.794425,0.784079
97,0.794362,0.79435,0.784328
98,0.7943,0.794305,0.78459
99,0.794246,0.794243,0.78453
100,0.794222,0.794189,0.78472
101,0.794203,0.794165,0.785074
102,0.794164,0.794146,0.785202
103,0.794141,0.794107,0.785344
104,0.794105,0.794084,0.785276
105,0.794048,0.794048,0.785335
106,0.794018,0.793991,0.785358
107,0.793985,0.793961,0.785512
108,0.793901,0.793928,0.785714
109,0.793813,0.793844,0.785724
110,0.793722,0.793756,0.785512
111,0.793693,0.793665,0.785324
112,0.79361,0.793636,0.785117
113,0.793554,0.793553,0.785258
114,0.793513,0.793497,0.785702
115,0.793455,0.793456,0.785578
116,0.793414,0.793398,0.785589
117,0.793335,0.793357,0.785172
118,0.793245,0.793278,0.785126
119,0.793162,0.793188,0.784838
120,0.793137,0.793105,0.784398
121,0.7931,0.79308,0.784237
