time,soc_true,soc_kf,soc_fgo
0,0.799943,0.799943,0.799941
1,0.799886,0.799884,0.799717
2,0.799849,0.799827,0.799492
3,0.799812,0.799789,0.799287
4,0.799769,0.799751,0.799083
5,0.799745,0.799708,0.798873
6,0.799717,0.799683,0.798682
7,0.799697,0.799654,0.798487
8,0.799605,0.799634,0.798301
9,0.799561,0.79954,0.79804
10,0.799523,0.799495,0.797829
11,0.799493,0.799456,0.797623
12,0.79945,0.799426,0.797426
13,0.799358,0.799382,0.797216
14,0.799287,0.799288,0.796955
15,0.799239,0.799216,0.796717
16,0.799165,0.799167,0.796503
17,0.799109,0.799092,0.796263
18,0.799083,0.799034,0.796042
19,0.798997,0.799008,0.795853
20,0.798946,0.79892,0.795604
21,0.798863,0.798867,0.795391
22,0.798803,0.798783,0.795148
23,0.798751,0.798722,0.79493
24,0.798685,0.798669,0.794722
25,0.798637,0.798601,0.7945
26,0.798549,0.798553,0.794301
27,0.798504,0.798463,0.794061
28,0.798416,0.798417,0.793867
29,0.798368,0.798327,0.793632
30,0.798289,0.798278,0.79344
31,0.798242,0.798198,0.793219
32,0.798178,0.79815,0.793033
33,0.798121,0.798084,0.792832
34,0.798093,0.798027,0.792641
35,0.798021,0.797998,0.792483
36,0.797964,0.797924,0.792282
37,0.797914,0.797866,0.792098
38,0.797869,0.797815,0.791924
39,0.797779,0.79777,0.791758
40,0.797743,0.797678,0.791547
41,0.797699,0.797641,0.791395
42,0.797631,0.797596,0.791236
43,0.797594,0.797527,0.791054
44,0.79755,0.797489,0.790907
45,0.797485,0.797444,0.790755
46,0.79743,0.797377,0.790582
47,0.797351,0.797321,0.790421
48,0.797284,0.797241,0.790237
49,0.797206,0.797173,0.790068
50,0.797184,0.797093,0.789889
51,0.797118,0.797071,0.789769
52,0.797062,0.797003,0.789606
53,0.797003,0.796946,0.789456
54,0.79693,0.796886,0.789303
55,0.796846,0.796811,0.789138
56,0.796762,0.796726,0.788964
57,0.796741,0.79664,0.788791
58,0.796682,0.796619,0.788685
59,0.796654,0.796558,0.788543
60,0.796575,0.79653,0.788434
61,0.796485,0.79645,0.788275
62,0.796442,0.796358,0.788105
63,0.796355,0.796314,0.787985
64,0.796268,0.796225,0.787822
65,0.796228,0.796136,0.787661
66,0.796177,0.796095,0.78755
67,0.796112,0.796044,0.787431
68,0.796035,0.795978,0.7873
69,0.795988,0.795898,0.787156
70,0.795923,0.795851,0.787047
71,0.795876,0.795785,0.786922
72,0.795788,0.795736,0.786817
73,0.795731,0.795647,0.786672
74,0.795654,0.795588,0.78656
75,0.795615,0.79551,0.78643
76,0.795582,0.79547,0.786341
77,0.795523,0.795436,0.786261
78,0.795447,0.795376,0.786156
79,0.795379,0.795299,0.786036
80,0.795331,0.79523,0.785925
81,0.795277,0.795181,0.785837
82,0.795233,0.795125,0.785744
83,0.795191,0.795081,0.785664
84,0.79514,0.795038,0.785588
85,0.795121,0.794986,0.785503
86,0.795062,0.794966,0.785454
87,0.795033,0.794906,0.785363
88,0.794945,0.794876,0.785305
89,0.794885,0.794787,0.785187
90,0.79485,0.794725,0.785097
91,0.794805,0.79469,0.785035
92,0.794717,0.794644,0.784963
93,0.794641,0.794554,0.784847
94,0.79456,0.794477,0.784744
95,0.794482,0.794394,0.784636
96,0.794407,0.794315,0.784534
97,0.794362,0.794238,0.784435
98,0.7943,0.794192,0.784368
99,0.794246,0.794129,0.784287
100,0.794222,0.794074,0.784215
101,0.794203,0.79405,0.784176
102,0.794164,0.79403,0.784143
103,0.794141,0.793991,0.784092
104,0.794105,0.793967,0.784057
105,0.794048,0.79393,0.784009
106,0.794018,0.793872,0.783939
107,0.793985,0.793842,0.783898
108,0.793901,0.793808,0.783853
109,0.793813,0.793722,0.783755
110,0.793722,0.793632,0.783652
111,0.793693,0.793539,0.783545
112,0.79361,0.79351,0.783503
113,0.793554,0.793425,0.783406
114,0.793513,0.793368,0.783337
115,0.793455,0.793326,0.783284
116,0.793414,0.793267,0.783214
117,0.793335,0.793225,0.783161
118,0.793245,0.793145,0.78307
119,0.793162,0.793053,0.782968
120,0.793137,0.792968,0.782874
121,0.7931,0.792943,0.782841
122,0.793022,0.792905,0.782796
123,0.792989,0.792825,0.78271
124,0.792935,0.792791,0.782671
125,0.792863,0.792737,0.782612
126,0.792814,0.792664,0.782534
127,0.792779,0.792613,0.782481
128,0.792697,0.792577,0.782443
129,0.792664,0.792494,0.782358
