bias_label,CC_RMSE,FGO_RMSE,CC_MAE,FGO_MAE,result_csv
000,3.94550393202415e-17,0.016180049298040716,2.1056637116393605e-17,0.011260159393922014,../results/nasa_B0005_fgo_bias000.csv
005,0.0258503549724431,0.016180225450386488,0.02120206160822114,0.011260391750372384,../results/nasa_B0005_fgo_bias005.csv
010,0.04941498816452147,0.016180451710279643,0.04054079650716448,0.011260650753618134,../results/nasa_B0005_fgo_bias010.csv
