time,soc_true,soc_kf,soc_fgo
0,0.799943,0.799943,0.799989
1,0.799886,0.799882,0.804236
2,0.799849,0.79982,0.808698
3,0.799812,0.799784,0.813211
4,0.799769,0.799748,0.81672
5,0.799745,0.799703,0.818761
6,0.799717,0.799679,0.819757
7,0.799697,0.799649,0.821891
8,0.799605,0.799629,0.824988
9,0.799561,0.799538,0.827953
10,0.799523,0.799493,0.83051
11,0.799493,0.799454,0.833021
12,0.79945,0.799426,0.834587
13,0.799358,0.799382,0.835179
14,0.799287,0.799284,0.835773
15,0.799239,0.799215,0.836792
16,0.799165,0.799166,0.837321
17,0.799109,0.799092,0.837145
18,0.799083,0.799037,0.83682
19,0.798997,0.799009,0.83702
20,0.798946,0.798926,0.837642
21,0.798863,0.798872,0.839383
22,0.798803,0.798786,0.840956
23,0.798751,0.798729,0.842716
24,0.798685,0.798673,0.843784
25,0.798637,0.798606,0.844126
26,0.798549,0.79856,0.843497
27,0.798504,0.798468,0.844059
28,0.798416,0.798421,0.844783
29,0.798368,0.798341,0.844312
30,0.798289,0.798294,0.844352
31,0.798242,0.798214,0.844819
32,0.798178,0.798172,0.844548
33,0.798121,0.798108,0.844767
34,0.798093,0.798051,0.846385
35,0.798021,0.798024,0.848108
36,0.797964,0.797951,0.849985
37,0.797914,0.797894,0.851111
38,0.797869,0.797847,0.852372
39,0.797779,0.7978,0.853428
40,0.797743,0.797706,0.854453
41,0.797699,0.797671,0.855446
42,0.797631,0.797628,0.855211
43,0.797594,0.797557,0.85459
44,0.79755,0.79752,0.854884
45,0.797485,0.797481,0.8548
46,0.79743,0.797413,0.855192
47,0.797351,0.79736,0.856659
48,0.797284,0.797283,0.858716
49,0.797206,0.797212,0.860323
50,0.797184,0.797134,0.862493
51,0.797118,0.797112,0.863856
52,0.797062,0.797044,0.864639
53,0.797003,0.796987,0.865391
54,0.79693,0.79693,0.867683
55,0.796846,0.796858,0.869421
56,0.796762,0.796774,0.870272
57,0.796741,0.796689,0.871105
58,0.796682,0.796667,0.872584
59,0.796654,0.7966,0.87232
60,0.796575,0.796574,0.872412
61,0.796485,0.796492,0.873185
62,0.796442,0.796396,0.874227
63,0.796355,0.796352,0.874673
64,0.796268,0.796268,0.874945
65,0.796228,0.796174,0.875688
66,0.796177,0.796138,0.876236
67,0.796112,0.796089,0.876429
68,0.796035,0.796021,0.875422
69,0.795988,0.795944,0.875024
70,0.795923,0.795894,0.874986
71,0.795876,0.795834,0.876105
72,0.795788,0.795789,0.87666
73,0.795731,0.795704,0.876873
74,0.795654,0.795645,0.877872
75,0.795615,0.795569,0.878071
76,0.795582,0.795531,0.878446
77,0.795523,0.795496,0.878899
78,0.795447,0.795432,0.879386
79,0.795379,0.795358,0.880222
80,0.795331,0.795296,0.881655
81,0.795277,0.795253,0.883145
82,0.795233,0.795198,0.883649
83,0.795191,0.795153,0.88462
84,0.79514,0.795111,0.885549
85,0.795121,0.79506,0.886582
86,0.795062,0.795042,0.886723
87,0.795033,0.79498,0.886325
88,0.794945,0.794949,0.885785
89,0.794885,0.794871,0.884892
90,0.79485,0.794811,0.883637
91,0.794805,0.794778,0.883279
92,0.794717,0.794736,0.883117
93,0.794641,0.794653,0.882591
94,0.79456,0.794576,0.881147
95,0.794482,0.794493,0.879619
96,0.794407,0.79441,0.878614
97,0.794362,0.794334,0.87783
98,0.7943,0.794293,0.877571
99,0.794246,0.794232,0.877373
100,0.794222,0.794182,0.877926
101,0.794203,0.79416,0.87875
102,0.794164,0.794139,0.879285
103,0.794141,0.794101,0.879975
104,0.794105,0.794076,0.880606
105,0.794048,0.794041,0.880983
106,0.794018,0.793982,0.881506
107,0.793985,0.793953,0.882329
108,0.793901,0.793918,0.883364
109,0.793813,0.793833,0.883308
