time,current,voltage,soc_true
0,0.6638340647056769,4.012511159894784,0.799943
1,0.6667050065279837,3.8602469380312585,0.799886
2,0.3868395017694853,3.942419878715358,0.799849
3,0.38461548607384993,4.291583293561584,0.799812
4,0.48486041869354757,4.441955339922492,0.799769
5,0.26967287812593704,4.324133929184714,0.799745
6,0.3151160010749277,3.5870719744729236,0.799717
7,0.21926176840650471,3.6572771519719343,0.799697
8,0.9828338859819851,3.9614564331889626,0.799605
9,0.48322203864859553,4.120640654848988,0.799561
10,0.41890646854111474,3.9929410298046757,0.799523
11,0.312159718983197,4.302399312474191,0.799493
12,0.47072401950889253,4.297928833179136,0.79945
13,1.0561959521119848,3.930333066379855,0.799358
14,0.7485330368898626,3.8334245293200184,0.799287
15,0.5234700396352828,4.148516903728201,0.799239
16,0.8058607272730917,4.190397523416328,0.799165
17,0.5967634887228749,4.031206337001022,0.799109
18,0.2923941280923597,3.823470481248391,0.799083
19,0.9004036092619244,3.8003666102819924,0.798997
20,0.5894839269858487,3.6121814721252368,0.798946
21,0.920355730503924,4.007033982142022,0.798863
22,0.6157385615519857,3.9255902875950537,0.798803
23,0.6045705589495014,4.21185873665779,0.798751
24,0.7280926644732971,4.214181553148302,0.798685
25,0.492148933000734,4.319776181931517,0.798637
26,1.001339356725447,3.549102733524022,0.798549
27,0.5047130529072628,3.948923471360748,0.798504
28,0.8644201523279761,4.357691001654938,0.798416
29,0.5065801558656308,3.8286218261669527,0.798368
30,0.8617987716301702,3.816990323674659,0.798289
31,0.45419245578056655,4.249510737311108,0.798242
32,0.6961816695251679,3.8076818895544684,0.798178
33,0.616170971283419,3.5193983646126816,0.798121
34,0.2838818354943783,3.976707078425156,0.798093
35,0.7911592157817491,3.910936661391475,0.798021
36,0.6143181730752226,4.245081746990831,0.797964
37,0.5110739182960713,3.9539474665756535,0.797914
38,0.5042932024108393,4.066510263822528,0.797869
39,1.0126227984055696,3.9676987046541146,0.797779
40,0.3809185700331999,4.036783082725627,0.797743
41,0.4706708113045719,4.409234506649224,0.797699
42,0.7665349639020418,4.107929187824836,0.797631
43,0.39610256325837667,3.7115956506098007,0.797594
