time,current,voltage,soc_true
670,0.711604,3.96818,0.763056
671,0.890994,3.95896,0.762973
672,0.300618,3.98859,0.762945
673,0.915919,3.95756,0.762861
674,0.753625,3.96551,0.762791
675,0.202187,3.99326,0.762772
676,0.389657,3.98394,0.762736
677,0.412618,3.98282,0.762698
678,0.346898,3.98619,0.762666
679,0.221629,3.9926,0.762645
680,0.507848,3.97826,0.762598
681,0.645054,3.97128,0.762538
682,0.9383,3.95634,0.762452
683,0.738453,3.96617,0.762383
684,0.847393,3.96049,0.762305
685,0.258937,3.99005,0.762281
686,0.801861,3.9627,0.762207
687,0.823273,3.96142,0.76213
688,0.386073,3.98334,0.762095
689,0.687647,3.96813,0.762031
690,0.374109,3.98387,0.761996
691,0.965532,3.95401,0.761907
692,0.248245,3.99001,0.761884
693,0.358949,3.98455,0.761851
694,0.594052,3.97272,0.761796
695,0.478739,3.97848,0.761751
696,0.77196,3.96363,0.76168
697,0.752846,3.96442,0.76161
698,0.782952,3.96273,0.761538
699,0.537354,3.97498,0.761488
700,0.70453,3.96649,0.761423
701,0.729422,3.96509,0.761355
702,0.428388,3.98018,0.761315
703,0.214017,3.99106,0.761296
704,0.277564,3.988,0.76127
705,0.543332,3.97467,0.76122
706,0.25634,3.98914,0.761196
707,0.295319,3.98729,0.761169
708,0.801548,3.96177,0.761094
709,0.591238,3.97221,0.76104
710,0.986469,3.95213,0.760948
711,0.493457,3.97677,0.760903
712,0.238021,3.98968,0.76088
713,0.875068,3.95758,0.760799
714,0.462539,3.97821,0.760757
715,0.50529,3.97605,0.76071
716,0.201507,3.9914,0.760691
717,0.72467,3.96508,0.760624
718,0.210272,3.99095,0.760605
719,0.78117,3.96221,0.760532
720,0.403892,3.9811,0.760495
721,0.520119,3.97525,0.760447
722,0.308995,3.9859,0.760418
723,0.812192,3.96052,0.760343
724,0.80124,3.96086,0.760269
725,0.829581,3.95922,0.760192
726,0.83896,3.95852,0.760114
727,0.201184,3.99058,0.760096
728,0.40283,3.98053,0.760058
729,0.994724,3.95061,0.759966
730,0.94162,3.95298,0.759879
731,0.983156,3.9506,0.759788
732,0.772981,3.96094,0.759716
733,0.889447,3.95487,0.759634
734,0.359198,3.98147,0.759601
735,0.202812,3.98946,0.759582
736,0.243137,3.98758,0.75956
737,0.809522,3.95906,0.759485
738,0.368722,3.98117,0.75945
739,0.603164,3.96937,0.759395
740,0.486036,3.97522,0.75935
741,0.632809,3.96779,0.759291
742,0.981257,3.95006,0.7592
743,0.346018,3.9819,0.759168
744,0.394545,3.97953,0.759132
745,0.571467,3.97062,0.759079
746,0.209068,3.9889,0.759059
747,0.794683,3.95942,0.758986
748,0.254945,3.98654,0.758962
749,0.438421,3.97738,0.758921
750,0.284483,3.98518,0.758895
751,0.273894,3.98582,0.75887
752,0.282269,3.9855,0.758844
753,0.272377,3.9861,0.758818
754,0.716822,3.96371,0.758752
755,0.875158,3.95554,0.758671
756,0.776972,3.96025,0.758599
757,0.556228,3.97122,0.758548
758,0.707698,3.9635,0.758482
759,0.870278,3.95512,0.758401
760,0.925575,3.95208,0.758316
761,0.373988,3.97972,0.758281
762,0.438738,3.9765,0.758241
763,0.908907,3.95272,0.758156
764,0.811086,3.95741,0.758081
765,0.558803,3.96997,0.75803
766,0.72673,3.96142,0.757962
767,0.453077,3.97512,0.75792
768,0.911659,3.95193,0.757836
769,0.282659,3.9835,0.75781
770,0.993038,3.94767,0.757718
771,0.760275,3.95914,0.757647
772,0.471854,3.97357,0.757604
773,0.327894,3.98087,0.757573
774,0.441999,3.97518,0.757532
775,0.633194,3.96553,0.757474
776,0.399745,3.97725,0.757437
777,0.334582,3.98059,0.757406
778,0.607163,3.96688,0.75735
779,0.541692,3.97011,0.757299
780,0.835969,3.95518,0.757222
781,0.560239,3.96891,0.75717
782,0.72162,3.96069,0.757103
783,0.93363,3.94982,0.757017
784,0.5504,3.96894,0.756966
785,0.267617,3.98321,0.756941
786,0.560512,3.96852,0.756889
787,0.215746,3.98591,0.756869
788,0.292897,3.98216,0.756842
789,0.398223,3.97693,0.756805
790,0.503805,3.97163,0.756759
791,0.566464,3.96843,0.756706
792,0.647317,3.96427,0.756646
793,0.387694,3.9773,0.75661
794,0.320494,3.98074,0.756581
795,0.320982,3.9808,0.756551
796,0.556469,3.96896,0.756499
797,0.825562,3.95528,0.756423
798,0.854587,3.95358,0.756344
799,0.576846,3.9674,0.75629
800,0.381842,3.9772,0.756255
801,0.282235,3.98228,0.756229
802,0.835306,3.9544,0.756152
803,0.426722,3.97484,0.756112
804,0.737667,3.95913,0.756044
805,0.849582,3.95329,0.755965
806,0.465761,3.97248,0.755922
807,0.705128,3.96037,0.755857
808,0.395383,3.9759,0.75582
809,0.902926,3.95025,0.755736
810,0.523664,3.96918,0.755688
811,0.729439,3.95874,0.75562
812,0.390113,3.97575,0.755584
813,0.302072,3.98025,0.755556
814,0.460281,3.97234,0.755514
815,0.362114,3.97731,0.75548
816,0.644591,3.96307,0.75542
817,0.921691,3.94893,0.755335
818,0.414035,3.97435,0.755297
